% X-coord, Y-coord, Polarization, wavelength, type, deviceID, params 
-4549, 2653, TE, 1550, PCM, PCM, wglossStraight, mixedRes, 10616um
-4848, 3053, TE, 1550, PCM, PCM, wglossStraight, mixedRes, 43786um
-4778, 2653, TE, 1550, PCM, PCM, wglossStraight, mixedRes, 5346um
-4848, 2853, TE, 1550, PCM, PCM, wglossStraight, mixedRes, 29526um
-4148, 2653, TE, 1550, PCM, PCM, wglossSpiral, mixedRes, 16506um
-2297, 3376, TE, 1310, PCM, PCM, YBranch, N0
-2278, 3563, TE, 1310, PCM, PCM, YBranch, N12
-2774, 3563, TE, 1310, PCM, PCM, YBranch, N60
-2489, 3563, TE, 1310, PCM, PCM, YBranch, N36
-2774, 3376, TE, 1310, PCM, PCM, YBranch, N120
-2441, 2893, TE, 1550, PCM, PCM, wglossSpiral, 16177um
-2731, 2893, TE, 1550, PCM, PCM, wglossSpiral, 10371um
-2516, 2667, TE, 1550, PCM, PCM, wglossSpiral, 5772um
-2671, 2667, TE, 1550, PCM, PCM, wglossSpiral, 2379um
-2731, 3204, TE, 1550, PCM, PCM, wglossSpiral, 21323um
-2731, 2667, TE, 1550, PCM, PCM, wglossSpiral, 0um
-3339, 3204, TE, 1310, PCM, PCM, wglossSpiral, 21323um
-3339, 2893, TE, 1310, PCM, PCM, wglossSpiral, 10371um
-3339, 2667, TE, 1310, PCM, PCM, wglossSpiral, 0um
-3049, 2893, TE, 1310, PCM, PCM, wglossSpiral, 16177um
-3279, 2667, TE, 1310, PCM, PCM, wglossSpiral, 2379um
-3124, 2667, TE, 1310, PCM, PCM, wglossSpiral, 5772um
-3049, 4217, TE, 1550, PCM, PCM, MZI, BDC, te1550nm, biasedPlus15nm
-3118, 4075, TE, 1550, PCM, PCM, strip2slot, N0
-3290, 4075, TE, 1550, PCM, PCM, strip2slot, N8
-3366, 4033, TE, 1550, PCM, PCM, strip2slot, N40
-3366, 4220, TE, 1550, PCM, PCM, strip2slot, N20
-4981, 4543, TE, 1310, PCM, PCM, BraggPeriod, 300N288nmPeriod350nmW15nmdW0Apo0
-5061, 4606, TE, 1310, PCM, PCM, BraggPeriod, 300N290nmPeriod350nmW15nmdW0Apo0
-4981, 4606, TE, 1310, PCM, PCM, BraggPeriod, 300N286nmPeriod350nmW15nmdW0Apo0
-4901, 4606, TE, 1310, PCM, PCM, BraggPeriod, 300N282nmPeriod350nmW15nmdW0Apo0
-4821, 4543, TE, 1310, PCM, PCM, BraggPeriod, 300N280nmPeriod350nmW15nmdW0Apo0
-4661, 4606, TE, 1310, PCM, PCM, BraggPeriod, 300N270nmPeriod350nmW15nmdW0Apo0
-4821, 4606, TE, 1310, PCM, PCM, BraggPeriod, 300N278nmPeriod350nmW15nmdW0Apo0
-4901, 4543, TE, 1310, PCM, PCM, BraggPeriod, 300N284nmPeriod350nmW15nmdW0Apo0
-4741, 4543, TE, 1310, PCM, PCM, BraggPeriod, 300N276nmPeriod350nmW15nmdW0Apo0
-4741, 4606, TE, 1310, PCM, PCM, BraggPeriod, 300N274nmPeriod350nmW15nmdW0Apo0
-4661, 4543, TE, 1310, PCM, PCM, BraggPeriod, 300N272nmPeriod350nmW15nmdW0Apo0
-1583, 3484, TE, 1550, PCM, PCM, contraDC, N1
-1583, 3849, TE, 1550, PCM, PCM, contraDC, N3
-1516, 3652, TE, 1550, PCM, PCM, contraDC, N5
-3000, 3441, TE, 1550, PCM, PCM, wglossBraggFP
-5061, 5047, TE, 1550, PCM, PCM, BraggPeriod, 300N334nmPeriod500nmW30nmdW0Apo0
-4981, 5047, TE, 1550, PCM, PCM, BraggPeriod, 300N330nmPeriod500nmW30nmdW0Apo0
-4901, 5047, TE, 1550, PCM, PCM, BraggPeriod, 300N326nmPeriod500nmW30nmdW0Apo0
-4661, 5047, TE, 1550, PCM, PCM, BraggPeriod, 300N314nmPeriod500nmW30nmdW0Apo0
-4741, 4984, TE, 1550, PCM, PCM, BraggPeriod, 300N320nmPeriod500nmW30nmdW0Apo0
-4821, 5047, TE, 1550, PCM, PCM, BraggPeriod, 300N322nmPeriod500nmW30nmdW0Apo0
-4901, 4984, TE, 1550, PCM, PCM, BraggPeriod, 300N328nmPeriod500nmW30nmdW0Apo0
-4821, 4984, TE, 1550, PCM, PCM, BraggPeriod, 300N324nmPeriod500nmW30nmdW0Apo0
-4741, 5047, TE, 1550, PCM, PCM, BraggPeriod, 300N318nmPeriod500nmW30nmdW0Apo0
-4661, 4984, TE, 1550, PCM, PCM, BraggPeriod, 300N316nmPeriod500nmW30nmdW0Apo0
-4981, 4984, TE, 1550, PCM, PCM, BraggPeriod, 300N332nmPeriod500nmW30nmdW0Apo0
-1506, 4023, TE, 1550, PCM, PCM, MZI, swgassist, te1550nm
4500, 2438, TE, 1550, device, ring, r49.4, w0.5, g0.134, b50
4500, 2268, TE, 1550, device, ring, r48.6, w0.5, g0.106, b50
4670, 1758, TE, 1550, device, ring, r39.3, w0.5, g0.152, b50
5010, 1758, TE, 1550, device, ring, r12.8, w0.5, g0.152, b50
4670, 2608, TE, 1550, device, ring, r48.2, w0.5, g0.127, b50
5010, 2098, TE, 1550, device, ring, r31.1, w0.5, g0.107, b50
4670, 2098, TE, 1550, device, ring, r37.9, w0.5, g0.155, b50
4840, 1928, TE, 1550, device, ring, r21.8, w0.5, g0.156, b50
5180, 1758, TE, 1550, device, ring, r25.1, w0.5, g0.108, b50
5180, 2608, TE, 1550, device, ring, r20.7, w0.5, g0.12, b50
5180, 1928, TE, 1550, device, ring, r36.1, w0.5, g0.119, b50
4500, 1758, TE, 1550, device, ring, r26.0, w0.5, g0.12, b50
4500, 1928, TE, 1550, device, ring, r46.1, w0.5, g0.105, b50
4840, 1758, TE, 1550, device, ring, r7.1, w0.5, g0.155, b50
5010, 2608, TE, 1550, device, ring, r14.6, w0.5, g0.132, b50
5180, 2438, TE, 1550, device, ring, r15.9, w0.5, g0.11, b50
4500, 2608, TE, 1550, device, ring, r30.0, w0.5, g0.128, b50
4500, 2098, TE, 1550, device, ring, r8.2, w0.5, g0.159, b50
4840, 2608, TE, 1550, device, ring, r20.3, w0.5, g0.175, b50
5010, 2268, TE, 1550, device, ring, r14.8, w0.5, g0.121, b50
4840, 2268, TE, 1550, device, ring, r31.1, w0.5, g0.12, b50
4840, 2438, TE, 1550, device, ring, r39.4, w0.5, g0.156, b50
4670, 2268, TE, 1550, device, ring, r40.8, w0.5, g0.102, b50
4840, 2098, TE, 1550, device, ring, r6.9, w0.5, g0.151, b50
4670, 2438, TE, 1550, device, ring, r38.8, w0.5, g0.12, b50
5180, 2098, TE, 1550, device, ring, r45.0, w0.5, g0.162, b50
5180, 2268, TE, 1550, device, ring, r40.5, w0.5, g0.164, b50
5010, 1928, TE, 1550, device, ring, r19.7, w0.5, g0.173, b50
4670, 1928, TE, 1550, device, ring, r49.9, w0.5, g0.158, b50
5010, 2438, TE, 1550, device, ring, r9.2, w0.5, g0.146, b50
3820, 2438, TE, 1550, device, ring, r8.7, w0.5, g0.11, b50
3990, 1758, TE, 1550, device, ring, r17.3, w0.5, g0.139, b50
3650, 2438, TE, 1550, device, ring, r38.0, w0.5, g0.148, b50
3650, 2268, TE, 1550, device, ring, r18.1, w0.5, g0.11, b50
3820, 1758, TE, 1550, device, ring, r31.7, w0.5, g0.157, b50
3820, 2098, TE, 1550, device, ring, r11.0, w0.5, g0.149, b50
3650, 2608, TE, 1550, device, ring, r19.8, w0.5, g0.106, b50
4160, 2438, TE, 1550, device, ring, r22.0, w0.5, g0.125, b50
4330, 1758, TE, 1550, device, ring, r34.1, w0.5, g0.168, b50
3650, 1928, TE, 1550, device, ring, r26.6, w0.5, g0.158, b50
4330, 2098, TE, 1550, device, ring, r26.0, w0.5, g0.141, b50
3990, 1928, TE, 1550, device, ring, r43.0, w0.5, g0.101, b50
4330, 1928, TE, 1550, device, ring, r44.5, w0.5, g0.151, b50
4160, 2098, TE, 1550, device, ring, r39.0, w0.5, g0.167, b50
4330, 2268, TE, 1550, device, ring, r43.4, w0.5, g0.165, b50
4330, 2608, TE, 1550, device, ring, r45.4, w0.5, g0.144, b50
3650, 1758, TE, 1550, device, ring, r7.8, w0.5, g0.161, b50
4160, 2268, TE, 1550, device, ring, r24.5, w0.5, g0.173, b50
3820, 1928, TE, 1550, device, ring, r12.3, w0.5, g0.159, b50
3990, 2098, TE, 1550, device, ring, r40.1, w0.5, g0.163, b50
4160, 1928, TE, 1550, device, ring, r10.0, w0.5, g0.101, b50
3990, 2268, TE, 1550, device, ring, r12.8, w0.5, g0.11, b50
3820, 2268, TE, 1550, device, ring, r16.0, w0.5, g0.147, b50
4160, 1758, TE, 1550, device, ring, r23.0, w0.5, g0.168, b50
3990, 2438, TE, 1550, device, ring, r38.9, w0.5, g0.149, b50
4330, 2438, TE, 1550, device, ring, r6.4, w0.5, g0.143, b50
4160, 2608, TE, 1550, device, ring, r13.1, w0.5, g0.104, b50
3650, 2098, TE, 1550, device, ring, r36.9, w0.5, g0.143, b50
3990, 2608, TE, 1550, device, ring, r10.6, w0.5, g0.127, b50
3820, 2608, TE, 1550, device, ring, r28.4, w0.5, g0.149, b50
4160, 1418, TE, 1550, device, ring, r36.8, w0.5, g0.167, b50
4330, 1078, TE, 1550, device, ring, r21.2, w0.5, g0.156, b50
3650, 908, TE, 1550, device, ring, r19.7, w0.5, g0.145, b50
3990, 1078, TE, 1550, device, ring, r5.6, w0.5, g0.114, b50
4330, 908, TE, 1550, device, ring, r43.4, w0.5, g0.102, b50
3820, 1078, TE, 1550, device, ring, r34.6, w0.5, g0.129, b50
4330, 1588, TE, 1550, device, ring, r35.9, w0.5, g0.173, b50
3650, 1418, TE, 1550, device, ring, r43.2, w0.5, g0.145, b50
3820, 1588, TE, 1550, device, ring, r21.9, w0.5, g0.107, b50
4160, 908, TE, 1550, device, ring, r41.0, w0.5, g0.172, b50
4160, 1248, TE, 1550, device, ring, r36.9, w0.5, g0.155, b50
3990, 908, TE, 1550, device, ring, r33.2, w0.5, g0.13, b50
3820, 1418, TE, 1550, device, ring, r49.3, w0.5, g0.16, b50
4160, 1588, TE, 1550, device, ring, r26.1, w0.5, g0.179, b50
3650, 1588, TE, 1550, device, ring, r20.7, w0.5, g0.17, b50
3990, 1248, TE, 1550, device, ring, r13.0, w0.5, g0.116, b50
3820, 908, TE, 1550, device, ring, r35.4, w0.5, g0.112, b50
4160, 1078, TE, 1550, device, ring, r19.1, w0.5, g0.132, b50
3990, 1418, TE, 1550, device, ring, r24.7, w0.5, g0.137, b50
3650, 1248, TE, 1550, device, ring, r31.2, w0.5, g0.178, b50
4330, 1248, TE, 1550, device, ring, r27.2, w0.5, g0.112, b50
4330, 1418, TE, 1550, device, ring, r39.0, w0.5, g0.169, b50
3820, 1248, TE, 1550, device, ring, r26.4, w0.5, g0.122, b50
3650, 1078, TE, 1550, device, ring, r32.1, w0.5, g0.111, b50
3990, 1588, TE, 1550, device, ring, r47.6, w0.5, g0.132, b50
5180, 1588, TE, 1550, device, ring, r14.4, w0.5, g0.152, b50
4500, 1248, TE, 1550, device, ring, r40.0, w0.5, g0.155, b50
4500, 908, TE, 1550, device, ring, r22.8, w0.5, g0.171, b50
4840, 1078, TE, 1550, device, ring, r15.0, w0.5, g0.123, b50
4500, 1078, TE, 1550, device, ring, r18.3, w0.5, g0.156, b50
5010, 908, TE, 1550, device, ring, r10.3, w0.5, g0.179, b50
4500, 1588, TE, 1550, device, ring, r18.7, w0.5, g0.104, b50
4670, 1078, TE, 1550, device, ring, r26.9, w0.5, g0.105, b50
5180, 1418, TE, 1550, device, ring, r30.0, w0.5, g0.162, b50
4670, 1588, TE, 1550, device, ring, r48.4, w0.5, g0.137, b50
5010, 1078, TE, 1550, device, ring, r36.6, w0.5, g0.103, b50
4670, 1248, TE, 1550, device, ring, r10.7, w0.5, g0.119, b50
5180, 908, TE, 1550, device, ring, r28.3, w0.5, g0.116, b50
5180, 1248, TE, 1550, device, ring, r10.1, w0.5, g0.125, b50
5010, 1418, TE, 1550, device, ring, r34.1, w0.5, g0.121, b50
4670, 908, TE, 1550, device, ring, r8.7, w0.5, g0.14, b50
5010, 1588, TE, 1550, device, ring, r36.4, w0.5, g0.151, b50
5010, 1248, TE, 1550, device, ring, r11.8, w0.5, g0.129, b50
4670, 1418, TE, 1550, device, ring, r17.1, w0.5, g0.117, b50
4840, 1588, TE, 1550, device, ring, r39.6, w0.5, g0.159, b50
4840, 1418, TE, 1550, device, ring, r45.0, w0.5, g0.167, b50
4840, 908, TE, 1550, device, ring, r16.7, w0.5, g0.174, b50
4840, 1248, TE, 1550, device, ring, r19.5, w0.5, g0.166, b50
5180, 1078, TE, 1550, device, ring, r41.9, w0.5, g0.152, b50
4500, 1418, TE, 1550, device, ring, r25.4, w0.5, g0.108, b50
2970, 1758, TE, 1550, device, ring, r48.3, w0.5, g0.144, b50
3140, 2438, TE, 1550, device, ring, r9.9, w0.5, g0.134, b50
3140, 2268, TE, 1550, device, ring, r14.4, w0.5, g0.175, b50
3310, 1928, TE, 1550, device, ring, r32.2, w0.5, g0.178, b50
3480, 2438, TE, 1550, device, ring, r19.9, w0.5, g0.116, b50
2800, 2608, TE, 1550, device, ring, r8.0, w0.5, g0.103, b50
3140, 1758, TE, 1550, device, ring, r11.8, w0.5, g0.108, b50
3480, 1928, TE, 1550, device, ring, r40.9, w0.5, g0.11, b50
3480, 1758, TE, 1550, device, ring, r11.3, w0.5, g0.107, b50
2970, 2438, TE, 1550, device, ring, r31.7, w0.5, g0.104, b50
3480, 2268, TE, 1550, device, ring, r11.6, w0.5, g0.154, b50
3310, 2438, TE, 1550, device, ring, r35.1, w0.5, g0.154, b50
2800, 2268, TE, 1550, device, ring, r47.4, w0.5, g0.162, b50
3310, 2098, TE, 1550, device, ring, r17.4, w0.5, g0.15, b50
2800, 2098, TE, 1550, device, ring, r20.4, w0.5, g0.125, b50
2970, 2098, TE, 1550, device, ring, r12.8, w0.5, g0.162, b50
3480, 2608, TE, 1550, device, ring, r9.2, w0.5, g0.122, b50
2800, 2438, TE, 1550, device, ring, r27.8, w0.5, g0.104, b50
3480, 2098, TE, 1550, device, ring, r27.2, w0.5, g0.142, b50
2970, 2268, TE, 1550, device, ring, r43.0, w0.5, g0.128, b50
3140, 2098, TE, 1550, device, ring, r35.5, w0.5, g0.126, b50
3310, 1758, TE, 1550, device, ring, r12.3, w0.5, g0.162, b50
2970, 1928, TE, 1550, device, ring, r38.6, w0.5, g0.159, b50
3140, 2608, TE, 1550, device, ring, r15.8, w0.5, g0.14, b50
2800, 1758, TE, 1550, device, ring, r17.1, w0.5, g0.116, b50
3310, 2268, TE, 1550, device, ring, r20.7, w0.5, g0.157, b50
2800, 1928, TE, 1550, device, ring, r9.0, w0.5, g0.155, b50
2970, 2608, TE, 1550, device, ring, r49.7, w0.5, g0.135, b50
3140, 1928, TE, 1550, device, ring, r29.0, w0.5, g0.152, b50
3310, 2608, TE, 1550, device, ring, r32.7, w0.5, g0.13, b50
1950, 2438, TE, 1550, device, ring, r42.1, w0.5, g0.135, b50
2630, 1928, TE, 1550, device, ring, r28.8, w0.5, g0.141, b50
2460, 2438, TE, 1550, device, ring, r38.4, w0.5, g0.156, b50
2120, 1928, TE, 1550, device, ring, r30.2, w0.5, g0.131, b50
1950, 2268, TE, 1550, device, ring, r8.6, w0.5, g0.158, b50
2630, 2268, TE, 1550, device, ring, r29.3, w0.5, g0.146, b50
2120, 2268, TE, 1550, device, ring, r25.0, w0.5, g0.135, b50
2460, 2098, TE, 1550, device, ring, r10.8, w0.5, g0.152, b50
2120, 2608, TE, 1550, device, ring, r7.6, w0.5, g0.144, b50
1950, 1758, TE, 1550, device, ring, r23.4, w0.5, g0.172, b50
1950, 1928, TE, 1550, device, ring, r37.2, w0.5, g0.107, b50
2290, 1928, TE, 1550, device, ring, r8.9, w0.5, g0.106, b50
2290, 2438, TE, 1550, device, ring, r9.6, w0.5, g0.175, b50
2630, 1758, TE, 1550, device, ring, r48.6, w0.5, g0.149, b50
2630, 2608, TE, 1550, device, ring, r37.6, w0.5, g0.143, b50
2290, 2608, TE, 1550, device, ring, r7.4, w0.5, g0.124, b50
2290, 1758, TE, 1550, device, ring, r26.6, w0.5, g0.115, b50
1950, 2098, TE, 1550, device, ring, r28.7, w0.5, g0.164, b50
2460, 2608, TE, 1550, device, ring, r44.4, w0.5, g0.159, b50
2630, 2438, TE, 1550, device, ring, r39.6, w0.5, g0.173, b50
1950, 2608, TE, 1550, device, ring, r5.2, w0.5, g0.142, b50
2630, 2098, TE, 1550, device, ring, r27.0, w0.5, g0.145, b50
2120, 1758, TE, 1550, device, ring, r24.0, w0.5, g0.117, b50
2290, 2098, TE, 1550, device, ring, r8.0, w0.5, g0.166, b50
2460, 1928, TE, 1550, device, ring, r19.2, w0.5, g0.148, b50
2460, 1758, TE, 1550, device, ring, r36.7, w0.5, g0.121, b50
2120, 2098, TE, 1550, device, ring, r29.6, w0.5, g0.166, b50
2120, 2438, TE, 1550, device, ring, r17.9, w0.5, g0.115, b50
2290, 2268, TE, 1550, device, ring, r32.6, w0.5, g0.112, b50
2460, 2268, TE, 1550, device, ring, r6.4, w0.5, g0.113, b50
2120, 1078, TE, 1550, device, ring, r15.2, w0.5, g0.147, b50
1950, 1078, TE, 1550, device, ring, r29.7, w0.5, g0.152, b50
2630, 1588, TE, 1550, device, ring, r46.7, w0.5, g0.154, b50
2460, 1078, TE, 1550, device, ring, r13.8, w0.5, g0.106, b50
1950, 908, TE, 1550, device, ring, r12.2, w0.5, g0.105, b50
2120, 1588, TE, 1550, device, ring, r24.3, w0.5, g0.169, b50
2460, 908, TE, 1550, device, ring, r29.3, w0.5, g0.119, b50
2290, 1078, TE, 1550, device, ring, r40.4, w0.5, g0.138, b50
1950, 1248, TE, 1550, device, ring, r36.1, w0.5, g0.132, b50
2120, 908, TE, 1550, device, ring, r10.3, w0.5, g0.175, b50
2630, 908, TE, 1550, device, ring, r27.4, w0.5, g0.139, b50
1950, 1418, TE, 1550, device, ring, r23.3, w0.5, g0.152, b50
2630, 1418, TE, 1550, device, ring, r41.0, w0.5, g0.126, b50
1950, 1588, TE, 1550, device, ring, r42.6, w0.5, g0.142, b50
2460, 1418, TE, 1550, device, ring, r37.8, w0.5, g0.124, b50
2290, 1418, TE, 1550, device, ring, r44.0, w0.5, g0.171, b50
2460, 1588, TE, 1550, device, ring, r34.0, w0.5, g0.13, b50
2290, 1248, TE, 1550, device, ring, r17.2, w0.5, g0.1, b50
2290, 908, TE, 1550, device, ring, r39.4, w0.5, g0.105, b50
2630, 1248, TE, 1550, device, ring, r6.4, w0.5, g0.155, b50
2120, 1248, TE, 1550, device, ring, r42.1, w0.5, g0.117, b50
2290, 1588, TE, 1550, device, ring, r38.2, w0.5, g0.144, b50
2120, 1418, TE, 1550, device, ring, r49.0, w0.5, g0.157, b50
2630, 1078, TE, 1550, device, ring, r41.8, w0.5, g0.139, b50
2460, 1248, TE, 1550, device, ring, r10.3, w0.5, g0.168, b50
3140, 1588, TE, 1550, device, ring, r33.9, w0.5, g0.153, b50
3480, 1588, TE, 1550, device, ring, r6.1, w0.5, g0.169, b50
2800, 1588, TE, 1550, device, ring, r30.8, w0.5, g0.151, b50
3140, 1248, TE, 1550, device, ring, r20.2, w0.5, g0.16, b50
3480, 1418, TE, 1550, device, ring, r39.1, w0.5, g0.171, b50
2970, 1078, TE, 1550, device, ring, r49.5, w0.5, g0.166, b50
2970, 1248, TE, 1550, device, ring, r47.4, w0.5, g0.129, b50
2800, 908, TE, 1550, device, ring, r21.0, w0.5, g0.123, b50
2800, 1418, TE, 1550, device, ring, r26.5, w0.5, g0.174, b50
2970, 1418, TE, 1550, device, ring, r49.0, w0.5, g0.158, b50
3310, 1248, TE, 1550, device, ring, r43.2, w0.5, g0.159, b50
3140, 1078, TE, 1550, device, ring, r35.8, w0.5, g0.124, b50
3310, 1588, TE, 1550, device, ring, r6.7, w0.5, g0.12, b50
2800, 1078, TE, 1550, device, ring, r28.7, w0.5, g0.125, b50
3140, 1418, TE, 1550, device, ring, r9.3, w0.5, g0.105, b50
3480, 1248, TE, 1550, device, ring, r48.2, w0.5, g0.112, b50
3310, 1078, TE, 1550, device, ring, r36.2, w0.5, g0.122, b50
2970, 1588, TE, 1550, device, ring, r42.9, w0.5, g0.134, b50
3140, 908, TE, 1550, device, ring, r41.0, w0.5, g0.152, b50
2800, 1248, TE, 1550, device, ring, r17.4, w0.5, g0.136, b50
3310, 908, TE, 1550, device, ring, r42.1, w0.5, g0.143, b50
3480, 1078, TE, 1550, device, ring, r38.2, w0.5, g0.119, b50
2970, 908, TE, 1550, device, ring, r8.4, w0.5, g0.105, b50
3480, 908, TE, 1550, device, ring, r49.2, w0.5, g0.11, b50
3310, 1418, TE, 1550, device, ring, r39.0, w0.5, g0.104, b50
1950, -791, TE, 1550, device, ring, r8.6, w0.5, g0.179, b50
3140, 228, TE, 1550, device, ring, r49.9, w0.5, g0.143, b50
3140, 738, TE, 1550, device, ring, r7.4, w0.5, g0.123, b50
2630, -621, TE, 1550, device, ring, r32.2, w0.5, g0.134, b50
3140, -281, TE, 1550, device, ring, r19.3, w0.5, g0.14, b50
3480, -791, TE, 1550, device, ring, r46.4, w0.5, g0.111, b50
2120, -281, TE, 1550, device, ring, r37.6, w0.5, g0.114, b50
1950, 738, TE, 1550, device, ring, r44.6, w0.5, g0.16, b50
2290, 398, TE, 1550, device, ring, r20.0, w0.5, g0.109, b50
2970, -281, TE, 1550, device, ring, r15.3, w0.5, g0.103, b50
2800, -451, TE, 1550, device, ring, r45.2, w0.5, g0.173, b50
2290, -621, TE, 1550, device, ring, r20.7, w0.5, g0.156, b50
2460, -281, TE, 1550, device, ring, r22.5, w0.5, g0.156, b50
3140, 58, TE, 1550, device, ring, r36.7, w0.5, g0.126, b50
3480, 568, TE, 1550, device, ring, r39.9, w0.5, g0.14, b50
2970, 738, TE, 1550, device, ring, r15.5, w0.5, g0.129, b50
2630, -111, TE, 1550, device, ring, r9.4, w0.5, g0.111, b50
2120, 568, TE, 1550, device, ring, r18.1, w0.5, g0.137, b50
2290, 228, TE, 1550, device, ring, r35.1, w0.5, g0.143, b50
2630, -281, TE, 1550, device, ring, r18.3, w0.5, g0.168, b50
3480, -621, TE, 1550, device, ring, r18.8, w0.5, g0.152, b50
2460, 228, TE, 1550, device, ring, r34.9, w0.5, g0.109, b50
3140, -791, TE, 1550, device, ring, r13.7, w0.5, g0.1, b50
2800, 738, TE, 1550, device, ring, r37.0, w0.5, g0.142, b50
3140, -621, TE, 1550, device, ring, r9.3, w0.5, g0.115, b50
1950, 398, TE, 1550, device, ring, r21.8, w0.5, g0.17, b50
3310, -791, TE, 1550, device, ring, r7.1, w0.5, g0.166, b50
3480, 228, TE, 1550, device, ring, r15.7, w0.5, g0.104, b50
3140, 398, TE, 1550, device, ring, r37.8, w0.5, g0.167, b50
2630, 398, TE, 1550, device, ring, r45.0, w0.5, g0.133, b50
2630, 568, TE, 1550, device, ring, r28.1, w0.5, g0.112, b50
2290, 568, TE, 1550, device, ring, r12.4, w0.5, g0.162, b50
2800, -111, TE, 1550, device, ring, r42.4, w0.5, g0.117, b50
3480, -111, TE, 1550, device, ring, r20.3, w0.5, g0.13, b50
2460, -791, TE, 1550, device, ring, r42.6, w0.5, g0.102, b50
2970, 58, TE, 1550, device, ring, r38.0, w0.5, g0.101, b50
2630, -451, TE, 1550, device, ring, r36.6, w0.5, g0.114, b50
3310, 568, TE, 1550, device, ring, r40.5, w0.5, g0.113, b50
2970, -621, TE, 1550, device, ring, r23.5, w0.5, g0.167, b50
3480, 58, TE, 1550, device, ring, r15.6, w0.5, g0.149, b50
1950, 568, TE, 1550, device, ring, r11.9, w0.5, g0.107, b50
2970, -111, TE, 1550, device, ring, r15.9, w0.5, g0.101, b50
2630, 228, TE, 1550, device, ring, r48.5, w0.5, g0.137, b50
2460, 58, TE, 1550, device, ring, r18.5, w0.5, g0.104, b50
3480, -281, TE, 1550, device, ring, r30.7, w0.5, g0.138, b50
2800, 228, TE, 1550, device, ring, r12.2, w0.5, g0.142, b50
2120, -791, TE, 1550, device, ring, r7.3, w0.5, g0.126, b50
2460, 398, TE, 1550, device, ring, r25.6, w0.5, g0.148, b50
3310, 228, TE, 1550, device, ring, r19.7, w0.5, g0.132, b50
3140, 568, TE, 1550, device, ring, r45.4, w0.5, g0.146, b50
3310, -281, TE, 1550, device, ring, r11.3, w0.5, g0.159, b50
2970, 228, TE, 1550, device, ring, r26.4, w0.5, g0.152, b50
2120, -111, TE, 1550, device, ring, r12.5, w0.5, g0.108, b50
2800, 398, TE, 1550, device, ring, r8.3, w0.5, g0.173, b50
2800, -791, TE, 1550, device, ring, r6.8, w0.5, g0.116, b50
2800, 58, TE, 1550, device, ring, r16.8, w0.5, g0.123, b50
2460, -451, TE, 1550, device, ring, r19.4, w0.5, g0.165, b50
3480, 398, TE, 1550, device, ring, r26.8, w0.5, g0.177, b50
1950, -111, TE, 1550, device, ring, r37.0, w0.5, g0.144, b50
2120, -621, TE, 1550, device, ring, r40.8, w0.5, g0.125, b50
1950, -621, TE, 1550, device, ring, r28.2, w0.5, g0.101, b50
2460, 568, TE, 1550, device, ring, r8.2, w0.5, g0.112, b50
2970, -791, TE, 1550, device, ring, r9.4, w0.5, g0.129, b50
3310, -621, TE, 1550, device, ring, r38.7, w0.5, g0.129, b50
3310, 738, TE, 1550, device, ring, r41.5, w0.5, g0.118, b50
2800, -621, TE, 1550, device, ring, r41.8, w0.5, g0.15, b50
2460, -621, TE, 1550, device, ring, r43.1, w0.5, g0.177, b50
3140, -451, TE, 1550, device, ring, r36.1, w0.5, g0.103, b50
2290, 58, TE, 1550, device, ring, r36.2, w0.5, g0.103, b50
3480, 738, TE, 1550, device, ring, r34.8, w0.5, g0.171, b50
2800, -281, TE, 1550, device, ring, r35.2, w0.5, g0.15, b50
3480, -451, TE, 1550, device, ring, r29.6, w0.5, g0.109, b50
2290, -111, TE, 1550, device, ring, r25.0, w0.5, g0.146, b50
3310, -451, TE, 1550, device, ring, r39.1, w0.5, g0.127, b50
2120, 398, TE, 1550, device, ring, r30.4, w0.5, g0.167, b50
3310, -111, TE, 1550, device, ring, r48.7, w0.5, g0.107, b50
2970, 398, TE, 1550, device, ring, r18.4, w0.5, g0.165, b50
2290, -281, TE, 1550, device, ring, r9.1, w0.5, g0.125, b50
2630, -791, TE, 1550, device, ring, r47.0, w0.5, g0.126, b50
2290, -791, TE, 1550, device, ring, r29.8, w0.5, g0.173, b50
2290, -451, TE, 1550, device, ring, r35.9, w0.5, g0.137, b50
2630, 58, TE, 1550, device, ring, r49.1, w0.5, g0.103, b50
3310, 398, TE, 1550, device, ring, r36.0, w0.5, g0.126, b50
2800, 568, TE, 1550, device, ring, r33.6, w0.5, g0.163, b50
2460, -111, TE, 1550, device, ring, r32.5, w0.5, g0.136, b50
2120, 738, TE, 1550, device, ring, r21.5, w0.5, g0.128, b50
3140, -111, TE, 1550, device, ring, r15.8, w0.5, g0.124, b50
1950, 58, TE, 1550, device, ring, r22.2, w0.5, g0.107, b50
2290, 738, TE, 1550, device, ring, r9.9, w0.5, g0.116, b50
2460, 738, TE, 1550, device, ring, r31.4, w0.5, g0.173, b50
1950, 228, TE, 1550, device, ring, r27.5, w0.5, g0.102, b50
1950, -451, TE, 1550, device, ring, r33.3, w0.5, g0.179, b50
2120, 58, TE, 1550, device, ring, r5.5, w0.5, g0.11, b50
2630, 738, TE, 1550, device, ring, r29.6, w0.5, g0.145, b50
2970, 568, TE, 1550, device, ring, r14.8, w0.5, g0.165, b50
1950, -281, TE, 1550, device, ring, r29.1, w0.5, g0.178, b50
